Accession	Segment	Strain	Virus	Author	Publication_Title	Journal	Database
LC122660	HEF	Influenza C virus (C/Yamagata/1/2007)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC013262	HEF	Influenza C virus (C/Yamagata/14/2006)	influenzaC	Tanaka,S., Aoki,Y., Matoba,Y., Yahagi,K., Mizuta,K., Itagaki,T., Katsushima,F., Katsushima,Y. and Matsuzaki,Y.	The dominant antigenic group of influenza C infections changed from c/sao paulo/378/82-lineage to c/kanagawa/1/76-lineage in yamagata, Japan, in 2014	Jpn. J. Infect. Dis. 68 (2), 166-168 (2015)	NCBI Virus, Genbank
LC122663	HEF	Influenza C virus (C/Yamagata/16/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC122653	HEF	Influenza C virus (C/Fukuoka/1/2005)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
AB978553	HEF	Influenza C virus (C/Sendai/TU1/2008)	influenzaC	Odagiri,T., Matsuzaki,Y., Okamoto,M., Suzuki,A., Saito,M., Tamaki,R., Lupisan,S.P., Sombrero,L.T., Hongo,S. and Oshitani,H.	Isolation and characterization of influenza C viruses in the Philippines and Japan	J. Clin. Microbiol. 53 (3), 847-858 (2015)	NCBI Virus, Genbank
AB978556	HEF	Influenza C virus (C/Sendai/TU4/2008)	influenzaC	Odagiri,T., Matsuzaki,Y., Okamoto,M., Suzuki,A., Saito,M., Tamaki,R., Lupisan,S.P., Sombrero,L.T., Hongo,S. and Oshitani,H.	Isolation and characterization of influenza C viruses in the Philippines and Japan	J. Clin. Microbiol. 53 (3), 847-858 (2015)	NCBI Virus, Genbank
AB978557	HEF	Influenza C virus (C/Sendai/TU5/2008)	influenzaC	Odagiri,T., Matsuzaki,Y., Okamoto,M., Suzuki,A., Saito,M., Tamaki,R., Lupisan,S.P., Sombrero,L.T., Hongo,S. and Oshitani,H.	Isolation and characterization of influenza C viruses in the Philippines and Japan	J. Clin. Microbiol. 53 (3), 847-858 (2015)	NCBI Virus, Genbank
AB978554	HEF	Influenza C virus (C/Sendai/TU2/2008)	influenzaC	Odagiri,T., Matsuzaki,Y., Okamoto,M., Suzuki,A., Saito,M., Tamaki,R., Lupisan,S.P., Sombrero,L.T., Hongo,S. and Oshitani,H.	Isolation and characterization of influenza C viruses in the Philippines and Japan	J. Clin. Microbiol. 53 (3), 847-858 (2015)	NCBI Virus, Genbank
AB978555	HEF	Influenza C virus (C/Sendai/TU3/2008)	influenzaC	Odagiri,T., Matsuzaki,Y., Okamoto,M., Suzuki,A., Saito,M., Tamaki,R., Lupisan,S.P., Sombrero,L.T., Hongo,S. and Oshitani,H.	Isolation and characterization of influenza C viruses in the Philippines and Japan	J. Clin. Microbiol. 53 (3), 847-858 (2015)	NCBI Virus, Genbank
AB978558	HEF	Influenza C virus (C/Sendai/TU1/2012)	influenzaC	Odagiri,T., Matsuzaki,Y., Okamoto,M., Suzuki,A., Saito,M., Tamaki,R., Lupisan,S.P., Sombrero,L.T., Hongo,S. and Oshitani,H.	Isolation and characterization of influenza C viruses in the Philippines and Japan	J. Clin. Microbiol. 53 (3), 847-858 (2015)	NCBI Virus, Genbank
AB751603	HEF	Influenza C virus (C/Mie/180/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
AB811847	HEF	Influenza C virus (C/Mie/231/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
EU086910	HEF	Influenza C virus (C/Caen/ME1/2005)	influenzaC	Gouarin,S., Vabret,A., Dina,J., Petitjean,J., Brouard,J., Cuvillon-Nimal,D. and Freymuth,F.	Study of influenza C virus infection in France	J. Med. Virol. 80 (8), 1441-1446 (2008)	NCBI Virus, Genbank
EU086912	HEF	Influenza C virus (C/Caen/MA3/2005)	influenzaC	Gouarin,S., Vabret,A., Dina,J., Petitjean,J., Brouard,J., Cuvillon-Nimal,D. and Freymuth,F.	Study of influenza C virus infection in France	J. Med. Virol. 80 (8), 1441-1446 (2008)	NCBI Virus, Genbank
EU086911	HEF	Influenza C virus (C/Caen/HE2/2005)	influenzaC	Gouarin,S., Vabret,A., Dina,J., Petitjean,J., Brouard,J., Cuvillon-Nimal,D. and Freymuth,F.	Study of influenza C virus infection in France	J. Med. Virol. 80 (8), 1441-1446 (2008)	NCBI Virus, Genbank
EU086913	HEF	Influenza C virus (C/Caen/CA4/2005)	influenzaC	Gouarin,S., Vabret,A., Dina,J., Petitjean,J., Brouard,J., Cuvillon-Nimal,D. and Freymuth,F.	Study of influenza C virus infection in France	J. Med. Virol. 80 (8), 1441-1446 (2008)	NCBI Virus, Genbank
EU086915	HEF	Influenza C virus (C/Caen/BA1/2007)	influenzaC	Gouarin,S., Vabret,A., Dina,J., Petitjean,J., Brouard,J., Cuvillon-Nimal,D. and Freymuth,F.	Study of influenza C virus infection in France	J. Med. Virol. 80 (8), 1441-1446 (2008)	NCBI Virus, Genbank
EU086916	HEF	Influenza C virus (C/Caen/BR1/2006)	influenzaC	Gouarin,S., Vabret,A., Dina,J., Petitjean,J., Brouard,J., Cuvillon-Nimal,D. and Freymuth,F.	Study of influenza C virus infection in France	J. Med. Virol. 80 (8), 1441-1446 (2008)	NCBI Virus, Genbank
EU086917	HEF	Influenza C virus (C/Caen/LE2/2006)	influenzaC	Gouarin,S., Vabret,A., Dina,J., Petitjean,J., Brouard,J., Cuvillon-Nimal,D. and Freymuth,F.	Study of influenza C virus infection in France	J. Med. Virol. 80 (8), 1441-1446 (2008)	NCBI Virus, Genbank
AB978559	HEF	Influenza C virus (C/Sendai/TU2/2012)	influenzaC	Odagiri,T., Matsuzaki,Y., Okamoto,M., Suzuki,A., Saito,M., Tamaki,R., Lupisan,S.P., Sombrero,L.T., Hongo,S. and Oshitani,H.	Isolation and characterization of influenza C viruses in the Philippines and Japan	J. Clin. Microbiol. 53 (3), 847-858 (2015)	NCBI Virus, Genbank
AB751599	HEF	Influenza C virus (C/Mie/204/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
AB751364	HEF	Influenza C virus (C/Mie/186/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
AB751365	HEF	Influenza C virus (C/Mie/277/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
AB751600	HEF	Influenza C virus (C/Mie/67/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
AB751596	HEF	Influenza C virus (C/Mie/199/2012egg)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
AB751601	HEF	Influenza C virus (C/Mie/198/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
HM748630	HEF	Influenza C virus (C/Catalonia/1284/2009)	influenzaC	Anton,A., Marcos,M.A., Codoner,F.M., de Molina,P., Martinez,A., Cardenosa,N., Godoy,P., Torner,N., Martinez,M.J., Ramon,S., Tudo,G., Isanta,R., Gonzalo,V., Jimenez de Anta,M.T. and Pumarola,T.	Influenza C virus surveillance during the first influenza A (H1N1) 2009 pandemic wave in Catalonia, Spain	Diagn. Microbiol. Infect. Dis. 69 (4), 419-427 (2011)	NCBI Virus, Genbank
HM748631	HEF	Influenza C virus (C/Catalonia/1318/2009)	influenzaC	Anton,A., Marcos,M.A., Codoner,F.M., de Molina,P., Martinez,A., Cardenosa,N., Godoy,P., Torner,N., Martinez,M.J., Ramon,S., Tudo,G., Isanta,R., Gonzalo,V., Jimenez de Anta,M.T. and Pumarola,T.	Influenza C virus surveillance during the first influenza A (H1N1) 2009 pandemic wave in Catalonia, Spain	Diagn. Microbiol. Infect. Dis. 69 (4), 419-427 (2011)	NCBI Virus, Genbank
LC122644	HEF	Influenza C virus (C/Yamagata/18/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
AB252155	HEF	Influenza C virus (C/Yamagata/27/2004)	influenzaC	Matsuzaki,Y., Abiko,C., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Suzuki,H., Mikawa,M., Shimada,S., Sato,K., Kuzuya,M., Takao,S., Wakatsuki,K., Itagaki,T., Hongo,S. and Nishimura,H.	A nationwide epidemic of influenza C virus infection in Japan in 2004	J. Clin. Microbiol. 45 (3), 783-788 (2007)	NCBI Virus, Genbank
AB182357	HEF	Influenza C virus (C/Aichi/1/99)	influenzaC	Matsuzaki,Y., Sato,K., Sugawara,K., Takashita,E., Muraki,Y., Morishita,T., Kumagai,N., Suzuki,S. and Hongo,S.	Isolation of an influenza C virus introduced into Japan by a traveler from Malaysia	J. Clin. Microbiol. 43 (2), 993-995 (2005)	NCBI Virus, Genbank
EU086914	HEF	Influenza C virus (C/Caen/MA5/2005)	influenzaC	Gouarin,S., Vabret,A., Dina,J., Petitjean,J., Brouard,J., Cuvillon-Nimal,D. and Freymuth,F.	Study of influenza C virus infection in France	J. Med. Virol. 80 (8), 1441-1446 (2008)	NCBI Virus, Genbank
LC122648	HEF	Influenza C virus (C/Yamagata/1/2005)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC122650	HEF	Influenza C virus (C/Yamagata/3/2005)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
AB811846	HEF	Influenza C virus (C/Mie/188/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
AB751594	HEF	Influenza C virus (C/Mie/275/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
AB751598	HEF	Influenza C virus (C/Mie/185/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
AB751602	HEF	Influenza C virus (C/Mie/182/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
AB751595	HEF	Influenza C virus (C/Mie/265/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
AB751597	HEF	Influenza C virus (C/Mie/193/2012)	influenzaC	Yano,T., Maeda,C., Akachi,S., Matsuno,Y., Yamadera,M., Kobayashi,T., Nagai,Y., Iwade,Y., Kusuhara,H., Katayama,M., Fukuta,M., Nakagawa,Y., Naraya,S., Takahashi,H., Hiraoka,M., Yamauchi,A., Nishinaka,T., Amano,H., Yamaguchi,T., Ochiai,H., Ihara,T. and Matsuzaki,Y.	Phylogenetic analysis and seroprevalence of influenza C virus in Mie Prefecture, Japan in 2012	Jpn. J. Infect. Dis. 67 (2), 127-131 (2014)	NCBI Virus, Genbank
LC512488	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Shimotai,Y., Kadowaki,Y., Sugawara,K., Hongo,S., Mizuta,K. and Nishimura,H.	Antigenic changes among the predominantly circulating C/Sao Paulo lineage strains of influenza C virus in Yamagata, Japan, between 2015 and 2018	Infect. Genet. Evol. 81, 104269 (2020)	NCBI Virus, Genbank
LC512490	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Shimotai,Y., Kadowaki,Y., Sugawara,K., Hongo,S., Mizuta,K. and Nishimura,H.	Antigenic changes among the predominantly circulating C/Sao Paulo lineage strains of influenza C virus in Yamagata, Japan, between 2015 and 2018	Infect. Genet. Evol. 81, 104269 (2020)	NCBI Virus, Genbank
LC512491	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Shimotai,Y., Kadowaki,Y., Sugawara,K., Hongo,S., Mizuta,K. and Nishimura,H.	Antigenic changes among the predominantly circulating C/Sao Paulo lineage strains of influenza C virus in Yamagata, Japan, between 2015 and 2018	Infect. Genet. Evol. 81, 104269 (2020)	NCBI Virus, Genbank
LC385862	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Mizuta,K. and Nishimura,H.	Neutralizing Epitopes and Residues Mediating the Potential Antigenic Drift of the Hemagglutinin-Esterase Protein of Influenza C Virus	Viruses 10, 417 (2018)	NCBI Virus, Genbank
LC385863	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Mizuta,K. and Nishimura,H.	Neutralizing Epitopes and Residues Mediating the Potential Antigenic Drift of the Hemagglutinin-Esterase Protein of Influenza C Virus	Viruses 10, 417 (2018)	NCBI Virus, Genbank
LC385867	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Mizuta,K. and Nishimura,H.	Neutralizing Epitopes and Residues Mediating the Potential Antigenic Drift of the Hemagglutinin-Esterase Protein of Influenza C Virus	Viruses 10, 417 (2018)	NCBI Virus, Genbank
LC385860	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Mizuta,K. and Nishimura,H.	Neutralizing Epitopes and Residues Mediating the Potential Antigenic Drift of the Hemagglutinin-Esterase Protein of Influenza C Virus	Viruses 10, 417 (2018)	NCBI Virus, Genbank
LC385861	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Mizuta,K. and Nishimura,H.	Neutralizing Epitopes and Residues Mediating the Potential Antigenic Drift of the Hemagglutinin-Esterase Protein of Influenza C Virus	Viruses 10, 417 (2018)	NCBI Virus, Genbank
LC013256	HEF	Influenza C virus (C/Yamagata/15/2014)	influenzaC	Tanaka,S., Aoki,Y., Matoba,Y., Yahagi,K., Mizuta,K., Itagaki,T., Katsushima,F., Katsushima,Y. and Matsuzaki,Y.	The dominant antigenic group of influenza C infections changed from c/sao paulo/378/82-lineage to c/kanagawa/1/76-lineage in yamagata, Japan, in 2014	Jpn. J. Infect. Dis. 68 (2), 166-168 (2015)	NCBI Virus, Genbank
LC013259	HEF	Influenza C virus (C/Yamagata/32/2014)	influenzaC	Tanaka,S., Aoki,Y., Matoba,Y., Yahagi,K., Mizuta,K., Itagaki,T., Katsushima,F., Katsushima,Y. and Matsuzaki,Y.	The dominant antigenic group of influenza C infections changed from c/sao paulo/378/82-lineage to c/kanagawa/1/76-lineage in yamagata, Japan, in 2014	Jpn. J. Infect. Dis. 68 (2), 166-168 (2015)	NCBI Virus, Genbank
LC013258	HEF	Influenza C virus (C/Yamagata/30/2014)	influenzaC	Tanaka,S., Aoki,Y., Matoba,Y., Yahagi,K., Mizuta,K., Itagaki,T., Katsushima,F., Katsushima,Y. and Matsuzaki,Y.	The dominant antigenic group of influenza C infections changed from c/sao paulo/378/82-lineage to c/kanagawa/1/76-lineage in yamagata, Japan, in 2014	Jpn. J. Infect. Dis. 68 (2), 166-168 (2015)	NCBI Virus, Genbank
LC512489	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Shimotai,Y., Kadowaki,Y., Sugawara,K., Hongo,S., Mizuta,K. and Nishimura,H.	Antigenic changes among the predominantly circulating C/Sao Paulo lineage strains of influenza C virus in Yamagata, Japan, between 2015 and 2018	Infect. Genet. Evol. 81, 104269 (2020)	NCBI Virus, Genbank
LC122676	HEF	Influenza C virus (C/Miyagi/6/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC512492	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Shimotai,Y., Kadowaki,Y., Sugawara,K., Hongo,S., Mizuta,K. and Nishimura,H.	Antigenic changes among the predominantly circulating C/Sao Paulo lineage strains of influenza C virus in Yamagata, Japan, between 2015 and 2018	Infect. Genet. Evol. 81, 104269 (2020)	NCBI Virus, Genbank
LC512493	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Shimotai,Y., Kadowaki,Y., Sugawara,K., Hongo,S., Mizuta,K. and Nishimura,H.	Antigenic changes among the predominantly circulating C/Sao Paulo lineage strains of influenza C virus in Yamagata, Japan, between 2015 and 2018	Infect. Genet. Evol. 81, 104269 (2020)	NCBI Virus, Genbank
LC512495	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Shimotai,Y., Kadowaki,Y., Sugawara,K., Hongo,S., Mizuta,K. and Nishimura,H.	Antigenic changes among the predominantly circulating C/Sao Paulo lineage strains of influenza C virus in Yamagata, Japan, between 2015 and 2018	Infect. Genet. Evol. 81, 104269 (2020)	NCBI Virus, Genbank
LC512496	HEF	Influenza C virus	influenzaC	Matsuzaki,Y., Shimotai,Y., Kadowaki,Y., Sugawara,K., Hongo,S., Mizuta,K. and Nishimura,H.	Antigenic changes among the predominantly circulating C/Sao Paulo lineage strains of influenza C virus in Yamagata, Japan, between 2015 and 2018	Infect. Genet. Evol. 81, 104269 (2020)	NCBI Virus, Genbank
